id,date,table_id,duration,red_goal,blue_goal,winner
8620,2024-12-10,12,560,9,9,TIE
21758,2025-06-24,8,1159,10,9,RED
8539,2023-07-04,22,674,1,0,RED
1469,2024-04-04,24,1019,2,1,RED
17827,2024-10-29,14,323,10,4,RED
23251,2025-06-04,15,780,1,7,BLUE
9778,2025-09-24,24,543,8,9,BLUE
6822,2023-08-14,3,420,4,8,BLUE
10695,2023-09-11,17,888,0,7,BLUE
5918,2023-10-05,20,420,9,4,RED
9397,2023-02-01,29,960,7,4,RED
3650,2024-02-23,8,499,0,1,BLUE
8149,2023-05-06,16,960,5,9,BLUE
1289,2023-01-01,19,1200,1,5,BLUE
10372,2025-04-06,18,720,2,0,RED
4176,2024-03-11,7,436,10,2,RED
23493,2025-07-11,28,936,2,5,BLUE
24239,2025-03-02,22,589,10,4,RED
22273,2023-05-31,22,483,9,7,RED
9055,2023-07-13,20,489,2,0,RED
3018,2024-08-12,8,720,4,10,BLUE
19786,2024-05-03,10,956,3,3,TIE
23359,2023-05-13,19,642,0,3,BLUE
9209,2024-10-31,22,720,5,2,RED
17670,2023-05-29,15,1003,6,6,TIE
19496,2025-08-18,25,626,5,1,RED
12156,2023-09-08,25,530,3,7,BLUE
5828,2025-01-29,6,747,0,4,BLUE
18514,2024-01-11,9,660,6,1,RED
5801,2024-04-16,20,758,1,0,RED
21351,2023-06-15,3,360,9,2,RED
7491,2024-09-26,23,547,10,2,RED
7907,2024-08-20,9,899,2,2,TIE
1151,2023-02-01,23,600,6,8,BLUE
24223,2023-01-18,15,1059,3,10,BLUE
20829,2023-06-08,8,600,1,0,RED
16067,2025-10-26,19,1098,7,5,RED
21218,2025-12-24,12,915,10,10,TIE
7543,2025-07-17,28,660,10,5,RED
3429,2023-11-10,16,379,1,6,BLUE
2544,2025-07-11,24,480,0,10,BLUE
3103,2025-03-30,5,569,3,9,BLUE
11394,2023-03-16,12,929,9,0,RED
12533,2025-10-23,7,692,3,7,BLUE
21354,2023-02-25,29,718,3,5,BLUE
15544,2023-05-17,13,385,6,10,BLUE
11025,2023-09-28,1,332,2,9,BLUE
20397,2024-08-03,10,714,1,8,BLUE
22262,2025-09-25,7,500,7,1,RED
17080,2025-07-17,13,300,2,0,RED
5116,2024-11-01,13,317,2,7,BLUE
313,2025-10-26,7,540,10,0,RED
9549,2024-05-26,17,480,1,0,RED
21258,2023-01-13,3,420,6,6,TIE
1475,2025-06-27,6,833,8,5,RED
3985,2023-12-18,14,900,6,9,BLUE
6162,2025-01-30,17,960,3,5,BLUE
1813,2023-04-06,13,729,2,5,BLUE
1168,2024-07-25,16,660,8,0,RED
21393,2023-12-19,21,992,10,7,RED
6698,2025-04-29,20,576,5,2,RED
12730,2025-10-12,2,980,6,6,TIE
23621,2024-04-20,19,454,5,5,TIE
3991,2024-06-12,19,943,5,5,TIE
2027,2024-12-24,15,1200,10,3,RED
14845,2023-09-03,26,540,5,9,BLUE
2985,2024-03-07,17,540,8,10,BLUE
12523,2024-08-22,17,600,9,8,RED
16061,2024-01-10,28,480,9,0,RED
7907,2024-08-20,9,899,2,2,TIE
10666,2024-04-12,18,840,1,5,BLUE
498,2025-10-28,5,1055,3,4,BLUE
15492,2025-10-12,13,960,8,2,RED
14273,2024-11-25,17,397,8,5,RED
14381,2023-09-09,24,1014,0,0,TIE
4624,2024-06-17,10,1170,7,2,RED
21888,2023-11-15,1,300,7,10,BLUE
1676,2024-08-05,23,960,9,5,RED
20570,2023-08-01,2,480,6,5,RED
12393,2025-12-02,23,940,0,4,BLUE
8044,2023-06-10,12,992,8,2,RED
12741,2025-02-12,11,655,0,7,BLUE
5635,2024-08-10,18,748,6,9,BLUE
11567,2024-09-12,6,938,0,1,BLUE
19390,2023-03-14,3,944,0,8,BLUE
138,2023-08-15,4,1155,2,6,BLUE
19572,2023-07-30,3,592,0,1,BLUE
24225,2024-03-07,22,1196,4,5,BLUE
2532,2024-08-08,22,730,3,9,BLUE
6399,2024-08-06,29,982,3,2,RED
8979,2024-02-03,13,1200,0,7,BLUE
20109,2025-02-24,2,611,3,6,BLUE
8613,2024-09-29,20,1152,1,9,BLUE
15791,2024-02-02,3,822,10,6,RED
21190,2023-09-17,15,1098,4,0,RED
14064,2023-08-09,27,862,7,7,TIE
6580,2025-04-15,13,584,5,3,RED
6375,2025-06-20,13,1169,10,5,RED
7485,2024-10-25,28,360,8,5,RED
19114,2025-04-01,29,360,2,6,BLUE
9140,2024-01-13,10,360,0,8,BLUE
391,2024-09-18,20,907,3,8,BLUE
13497,2024-04-22,11,919,10,1,RED
1856,2024-03-08,24,480,10,1,RED
11208,2024-03-21,12,600,3,2,RED
23233,2023-07-06,26,850,3,1,RED
13371,2025-06-30,29,513,7,10,BLUE
16093,2024-04-28,21,540,4,8,BLUE
7133,2024-03-06,20,540,9,2,RED
7870,2024-01-30,26,1186,1,8,BLUE
706,2025-01-05,29,360,8,2,RED
24409,2024-02-01,20,1134,7,10,BLUE
20752,2023-05-08,20,707,0,8,BLUE
12542,2025-04-18,20,1080,9,7,RED
18711,2023-08-10,20,302,3,2,RED
16054,2025-09-09,21,780,1,6,BLUE
16152,2024-07-29,10,300,6,1,RED
21411,2024-02-05,5,580,4,8,BLUE
16789,2023-05-31,30,514,7,7,TIE
18779,2024-06-08,6,598,5,1,RED
19045,2024-12-30,22,738,8,0,RED
6963,2023-08-18,16,984,4,0,RED
23739,2025-05-05,14,360,8,5,RED
2585,2025-12-30,23,840,1,4,BLUE
18833,2025-02-09,3,863,3,2,RED
7226,2023-12-16,5,858,0,3,BLUE
11154,2024-04-04,26,836,2,8,BLUE
3122,2025-09-15,5,900,9,8,RED
19632,2023-02-21,25,685,6,8,BLUE
23786,2025-12-30,28,850,1,5,BLUE
6292,2023-07-05,22,422,6,1,RED
7037,2024-02-27,7,1152,1,9,BLUE
12531,2025-03-09,27,300,2,6,BLUE
1799,2025-11-07,3,360,2,9,BLUE
19249,2023-03-26,17,1200,0,1,BLUE
1042,2023-11-08,8,864,7,2,RED
8120,2024-07-29,12,803,6,2,RED
3368,2023-09-17,17,878,7,10,BLUE
8509,2024-02-25,2,695,3,1,RED
1945,2024-01-17,7,900,4,0,RED
16030,2023-08-16,19,923,1,3,BLUE
2097,2024-02-07,9,496,7,5,RED
20806,2023-09-27,10,300,10,6,RED
2117,2025-10-04,22,715,8,4,RED
21704,,27,953,6,7,BLUE
17168,2023-03-05,30,634,8,8,TIE
3371,2024-04-29,21,1167,10,5,RED
14765,2025-06-20,26,1002,10,1,RED
14328,2024-05-18,16,960,7,5,RED
20374,2023-03-17,23,967,5,6,BLUE
20003,2025-09-13,17,840,7,5,RED
12306,2024-03-29,19,1019,9,0,RED
10748,2023-01-20,22,823,6,8,BLUE
8354,2025-09-18,19,669,4,2,RED
3678,2025-11-12,2,780,3,5,BLUE
14758,2025-07-18,4,1080,0,1,BLUE
21371,2023-09-17,11,780,0,9,BLUE
8078,2023-03-15,21,535,1,10,BLUE
23592,2025-09-19,25,567,8,3,RED
21218,2025-12-24,12,915,10,10,TIE
3217,2023-08-02,14,367,9,3,RED
3635,2023-09-24,11,635,1,7,BLUE
10937,2023-03-19,20,1029,10,2,RED
14818,2023-06-17,8,337,2,0,RED
9014,,17,1103,0,8,BLUE
14912,2024-09-25,25,324,2,7,BLUE
295,2025-02-20,28,900,8,2,RED
15176,2024-08-21,26,941,2,5,BLUE
8821,2025-09-18,4,1157,9,4,RED
24811,2023-07-06,4,662,0,5,BLUE
11763,2024-02-22,5,1004,5,2,RED
1767,2025-05-09,16,1018,7,6,RED
4303,2025-01-21,28,1080,9,5,RED
19008,2023-02-09,23,836,10,1,RED
1208,2023-06-14,14,530,7,6,RED
8725,2024-10-28,13,834,3,10,BLUE
23341,2023-10-21,28,1020,4,2,RED
14998,2025-12-21,18,1020,5,10,BLUE
19742,2024-12-02,21,601,10,9,RED
8640,2023-10-11,15,620,8,6,RED
705,2025-02-02,9,360,4,2,RED
7560,2024-12-27,18,1057,3,2,RED
9925,2025-05-14,23,1020,5,9,BLUE
1451,2024-09-20,14,608,7,3,RED
18928,2025-12-26,10,532,6,6,TIE
22766,2024-09-30,2,300,3,4,BLUE
8575,2024-05-16,27,600,7,6,RED
13315,2025-11-03,9,327,9,5,RED
17721,2023-04-01,20,769,1,0,RED
6536,2025-03-27,21,674,8,1,RED
1883,2024-06-04,9,580,3,0,RED
14872,2025-04-13,3,806,1,0,RED
14340,2023-08-20,4,780,4,2,RED
10811,2025-03-25,3,1023,6,10,BLUE
6301,2023-01-28,29,600,5,3,RED
23773,2025-08-30,16,757,10,8,RED
8161,2024-09-03,11,420,9,9,TIE
1130,2025-11-30,18,1152,6,10,BLUE
8160,2024-02-25,3,719,5,5,TIE
17952,2025-10-14,7,960,5,8,BLUE
23499,2023-10-20,22,572,1,3,BLUE
22415,2024-01-29,7,961,0,10,BLUE
22917,2023-03-20,24,902,8,7,RED
13112,2025-06-13,4,744,10,0,RED
7859,2025-07-08,26,360,10,5,RED
22624,2024-12-06,27,553,1,8,BLUE
22972,2024-09-17,30,1190,7,4,RED
20518,2025-07-29,29,711,8,7,RED
3809,2023-11-18,26,398,2,6,BLUE
21923,2025-07-19,14,900,6,3,RED
1744,2023-08-23,13,300,0,1,BLUE
23590,2023-10-29,17,1140,3,10,BLUE
404,2024-07-06,26,897,6,5,RED
622,2025-08-06,28,378,7,1,RED
22573,2024-10-29,14,871,1,0,RED
14677,2024-06-30,3,900,8,10,BLUE
22532,2025-03-01,11,553,10,1,RED
18553,2024-09-11,6,480,5,5,TIE
8236,2025-12-30,25,1140,2,2,TIE
15881,2024-07-31,7,761,6,1,RED
23060,2024-05-19,21,1024,8,3,RED
5167,2024-05-13,30,589,4,9,BLUE
15686,2024-07-08,4,840,8,2,RED
4739,2024-02-12,28,900,3,2,RED
22756,2025-01-18,8,326,5,0,RED
22625,2025-05-05,20,900,0,4,BLUE
14210,2023-07-18,16,808,7,5,RED
12137,2025-02-28,23,1020,10,8,RED
23871,2023-10-14,23,668,4,2,RED
14802,2024-03-29,9,1080,3,4,BLUE
16362,2023-10-30,8,1140,6,9,BLUE
16,2024-06-06,1,971,3,5,BLUE
8459,2024-03-31,2,720,8,0,RED
14339,2023-11-26,20,680,5,10,BLUE
19469,2023-12-17,17,975,1,1,TIE
13862,2025-01-25,14,1140,10,0,RED
8663,2024-08-02,12,436,5,0,RED
14343,2024-07-29,1,720,6,2,RED
1044,2025-10-21,17,430,3,4,BLUE
16589,2024-12-25,7,660,5,10,BLUE
24318,2023-07-19,18,900,6,7,BLUE
24901,2024-09-22,28,960,4,7,BLUE
19452,2024-07-28,15,540,8,10,BLUE
31,2025-06-09,16,840,5,4,RED
10127,2025-01-03,30,900,1,2,BLUE
881,2025-07-27,26,1098,0,7,BLUE
16357,2025-09-23,21,1020,1,10,BLUE
5356,2025-01-04,11,420,1,4,BLUE
15253,2025-10-18,12,984,9,1,RED
5557,2024-10-08,16,840,5,5,TIE
7694,2023-01-09,8,506,10,1,RED
2964,2023-08-12,13,1086,4,5,BLUE
20652,2025-08-25,10,476,3,4,BLUE
10095,2024-12-30,30,480,7,7,TIE
8080,2024-08-13,17,600,4,3,RED
3623,2024-09-09,9,600,3,9,BLUE
17479,2025-02-19,15,789,10,9,RED
21733,2023-06-03,20,662,0,0,TIE
8736,2025-12-25,28,612,6,10,BLUE
15096,2024-04-16,2,1140,7,5,RED
1315,2024-12-17,25,923,4,2,RED
16430,2025-05-30,10,300,3,2,RED
9132,2024-08-27,15,734,6,8,BLUE
22270,2024-03-23,2,1168,9,5,RED
15426,2025-06-28,7,468,10,0,RED
19978,2025-04-01,18,1020,7,5,RED
18481,2023-11-11,26,356,5,0,RED
11195,2024-03-08,29,640,0,10,BLUE
10961,2024-12-07,24,895,2,3,BLUE
12521,2025-09-05,25,1200,1,9,BLUE
23180,2023-11-16,2,845,9,6,RED
2299,2023-12-30,14,840,3,6,BLUE
233,2023-12-10,2,1020,6,9,BLUE
14096,2025-01-31,18,808,8,6,RED
23525,2024-07-10,1,1140,2,3,BLUE
4874,2023-12-04,3,408,3,4,BLUE
7694,2023-01-09,8,506,10,1,RED
9179,2024-11-28,6,961,7,5,RED
507,2025-02-19,8,569,3,7,BLUE
5249,2024-10-27,24,660,5,3,RED
5227,2025-12-29,27,679,2,8,BLUE
17820,2023-03-04,20,999,5,10,BLUE
2101,2025-04-04,9,999,10,10,TIE
6138,2023-09-28,4,431,0,6,BLUE
16566,2024-04-26,17,787,10,7,RED
22175,2025-11-08,26,830,9,2,RED
14501,2024-10-25,22,816,8,7,RED
3096,2025-06-14,17,654,9,3,RED
6840,2025-08-23,29,1006,4,2,RED
10990,2024-07-01,10,401,6,5,RED
21394,2023-04-17,22,319,10,2,RED
9608,2024-10-09,12,1152,5,7,BLUE
13023,2025-10-15,5,1140,2,10,BLUE
1902,2025-02-03,25,925,0,7,BLUE
1702,2023-06-16,2,577,9,9,TIE
2502,2023-07-05,11,656,8,10,BLUE
12304,2025-06-20,30,720,5,10,BLUE
6105,2024-06-21,29,960,9,1,RED
690,2024-02-22,10,311,10,0,RED
1866,2023-08-04,27,863,7,3,RED
2499,2023-02-16,20,832,8,1,RED
23646,2023-11-09,8,1140,3,7,BLUE
19897,2025-10-14,7,590,4,9,BLUE
15445,2024-05-20,16,900,8,0,RED
11773,2023-03-21,29,914,2,7,BLUE
8046,2023-03-20,18,373,9,9,TIE
9635,2023-02-07,22,900,0,7,BLUE
1014,2023-08-28,17,631,1,3,BLUE
13406,2024-12-26,26,1040,2,0,RED
415,2024-07-05,12,790,0,10,BLUE
13771,2023-03-29,12,1021,5,2,RED
24936,2023-11-30,23,1140,6,7,BLUE
8582,2024-05-22,17,931,7,4,RED
23673,2023-04-06,7,1000,8,4,RED
15391,2023-10-21,9,840,5,8,BLUE
11427,2023-08-21,6,1200,7,0,RED
1121,2023-07-14,10,540,9,6,RED
15280,2024-09-09,16,1153,10,0,RED
22290,2023-01-21,6,642,6,4,RED
13223,2025-04-11,6,572,0,4,BLUE
21072,2024-01-06,18,720,1,3,BLUE
15875,2023-11-04,15,995,6,10,BLUE
17896,2023-04-18,30,705,8,2,RED
23319,2023-12-16,7,378,4,5,BLUE
5541,2025-07-13,4,938,7,3,RED
466,2025-08-08,4,480,2,7,BLUE
1449,2023-09-27,26,1154,3,5,BLUE
6387,2023-09-21,12,1147,3,7,BLUE
10811,2025-03-25,3,1023,6,10,BLUE
3358,2024-10-13,12,1139,5,8,BLUE
4630,2023-09-27,19,746,4,4,TIE
7081,2023-01-29,19,679,7,1,RED
12595,2024-07-28,13,1200,5,5,TIE
20449,2024-05-20,28,1044,1,3,BLUE
24441,2024-01-21,10,735,3,0,RED
24875,2023-02-12,13,660,10,7,RED
2753,2025-01-16,27,1140,2,9,BLUE
22696,2025-02-09,3,894,1,0,RED
1764,2025-08-04,14,1157,9,10,BLUE
23321,2025-01-01,27,420,7,8,BLUE
9609,2024-04-02,25,660,10,1,RED
1274,2025-12-16,28,1200,3,7,BLUE
7290,2023-02-19,13,423,0,8,BLUE
23501,2023-04-20,20,492,10,1,RED
6906,2023-10-04,14,780,3,2,RED
599,2023-10-01,22,562,9,8,RED
13805,2025-08-19,29,600,5,9,BLUE
4014,2024-07-07,7,539,8,1,RED
9360,2024-10-20,30,417,4,2,RED
8024,2025-02-26,15,540,0,7,BLUE
4520,2023-04-04,15,900,3,3,TIE
3646,2025-04-13,10,1160,4,1,RED
4632,2025-02-11,28,845,2,0,RED
17079,2025-06-13,1,942,10,1,RED
23698,2025-01-10,6,878,3,7,BLUE
5176,2025-04-22,10,1080,1,7,BLUE
560,2023-08-08,8,1150,2,6,BLUE
1160,2025-05-09,13,420,9,3,RED
18439,2023-12-04,4,1057,0,10,BLUE
8024,2025-02-26,15,540,0,7,BLUE
17411,2024-06-04,11,600,6,3,RED
22831,2025-06-02,4,983,7,10,BLUE
21146,2023-11-04,2,1039,4,8,BLUE
7327,2024-10-29,29,420,8,8,TIE
21349,2024-05-25,29,672,0,2,BLUE
22025,2023-06-21,24,1148,3,8,BLUE
3794,2023-01-17,23,385,8,9,BLUE
6130,2024-11-13,11,992,7,7,TIE
22598,2025-12-07,8,958,8,2,RED
24246,2025-04-01,14,1022,4,0,RED
841,2023-07-04,12,857,10,9,RED
18518,2024-11-29,20,531,4,9,BLUE
17088,2025-08-11,19,660,3,2,RED
11751,2024-06-22,27,1020,6,1,RED
23886,2023-10-10,22,967,8,0,RED
2435,2023-08-12,20,806,2,9,BLUE
13971,2024-09-13,7,340,8,4,RED
19155,2023-11-18,24,480,9,5,RED
17794,2023-06-27,7,1200,5,4,RED
1180,2025-08-31,7,840,6,2,RED
9616,2024-09-01,7,866,5,8,BLUE
810,2023-08-20,26,759,3,4,BLUE
7521,2024-06-04,1,832,6,0,RED
17304,2023-02-09,22,840,4,7,BLUE
17772,2023-12-28,13,603,5,0,RED
6305,2023-08-17,19,420,8,2,RED
1762,2025-11-22,3,996,7,4,RED
24107,2023-08-07,30,1080,9,7,RED
2064,2023-11-28,21,900,7,3,RED
18699,2023-04-05,6,661,4,1,RED
11200,2025-04-03,6,513,5,5,TIE
3623,2024-09-09,9,600,3,9,BLUE
11787,2023-08-04,29,332,9,1,RED
20367,2025-11-24,7,540,0,2,BLUE
14607,2023-12-02,13,465,10,0,RED
22783,2024-10-04,1,526,4,8,BLUE
2196,,16,780,9,0,RED
13021,2024-11-22,22,740,0,9,BLUE
23835,2024-11-07,18,634,5,2,RED
21061,2023-07-03,25,920,8,8,TIE
6801,2024-03-03,15,842,9,8,RED
6032,2024-05-28,16,362,8,6,RED
2817,2023-12-15,1,893,1,0,RED
12046,2024-02-20,11,580,2,9,BLUE
17885,2024-11-29,23,660,10,4,RED
10633,2025-03-12,26,619,7,10,BLUE
7498,2024-02-11,23,360,5,10,BLUE
20705,2023-12-12,7,756,1,6,BLUE
1755,2024-09-24,6,480,8,1,RED
13107,2023-10-02,21,720,4,7,BLUE
7168,2023-10-30,6,1143,6,9,BLUE
16819,2023-09-18,23,496,3,9,BLUE
3187,2025-06-13,8,1191,3,8,BLUE
23168,2023-01-21,17,687,5,8,BLUE
20177,2023-07-22,16,377,5,7,BLUE
22255,2023-09-09,4,720,7,9,BLUE
20688,2023-11-26,27,420,7,1,RED
10084,2025-04-27,21,1020,2,0,RED
10258,2025-09-04,23,338,10,9,RED
6513,2025-07-31,20,941,5,0,RED
16494,2025-07-24,30,720,0,10,BLUE
19048,2025-06-13,15,837,6,8,BLUE
17959,2025-09-15,12,664,2,2,TIE
21047,2024-09-27,25,856,10,5,RED
11951,2024-12-16,2,1020,0,2,BLUE
23593,2025-07-03,24,544,4,5,BLUE
7024,2023-08-15,18,1140,0,2,BLUE
2612,2025-02-12,13,420,3,6,BLUE
63,2023-12-22,15,660,8,9,BLUE
18507,2023-03-25,26,360,6,2,RED
8091,2025-05-01,7,965,9,9,TIE
14184,2023-09-17,1,600,1,2,BLUE
9963,2025-07-27,17,780,2,10,BLUE
21853,2025-11-30,12,540,10,3,RED
15217,,10,952,8,10,BLUE
12691,2023-12-10,1,960,8,5,RED
19568,2023-03-27,22,1102,3,4,BLUE
9173,2025-07-16,24,385,2,2,TIE
20565,2024-03-21,25,763,1,5,BLUE
24186,2025-11-24,13,660,3,3,TIE
20001,2024-08-31,3,756,6,6,TIE
18482,2023-09-22,3,819,6,8,BLUE
12875,2023-02-01,18,633,6,8,BLUE
9763,2025-10-07,22,540,1,0,RED
8287,2023-02-13,13,394,10,9,RED
12148,2024-04-07,16,540,6,4,RED
543,2023-03-25,22,681,10,9,RED
23720,2025-02-07,29,762,6,10,BLUE
22200,2025-05-12,24,355,7,2,RED
24882,2023-11-08,10,1048,3,7,BLUE
21243,2025-08-19,20,597,5,7,BLUE
9628,2023-05-24,14,1080,4,0,RED
13717,2023-08-18,27,694,3,4,BLUE
15323,2023-05-02,18,300,10,4,RED
1946,2024-11-18,20,900,6,0,RED
1775,2023-10-11,17,1020,10,7,RED
3559,2023-10-16,22,1099,8,4,RED
16679,2023-12-24,23,1146,7,1,RED
2272,2024-07-05,26,880,10,4,RED
17118,2024-06-16,29,547,3,6,BLUE
6552,2024-02-16,16,820,0,8,BLUE
17797,2023-01-05,23,780,1,2,BLUE
2012,2024-04-10,5,1070,9,1,RED
10515,2023-08-04,16,953,2,1,RED
4060,2023-09-28,19,399,10,6,RED
2999,2024-11-21,8,1115,6,2,RED
21228,2025-03-27,6,554,8,2,RED
19864,2023-02-11,8,420,3,2,RED
3583,2025-04-14,18,925,6,7,BLUE
19429,2024-09-20,1,780,10,10,TIE
9787,2024-04-20,10,695,4,8,BLUE
17804,2025-11-30,18,540,8,3,RED
19763,2025-12-16,2,360,8,9,BLUE
5958,2024-01-11,25,424,5,1,RED
6758,2024-03-19,11,1140,3,0,RED
20768,2025-05-11,29,540,8,1,RED
4324,2023-01-23,8,1159,1,6,BLUE
15415,2024-10-11,25,720,5,0,RED
18964,2025-10-12,3,809,3,8,BLUE
453,2025-07-17,16,1020,9,0,RED
20746,2023-02-06,22,603,10,10,TIE
1417,2023-12-12,29,483,10,10,TIE
5477,2024-01-18,27,865,8,8,TIE
14531,2024-06-22,11,891,2,9,BLUE
23890,2025-12-18,13,928,6,6,TIE
500,2023-12-28,12,1103,1,4,BLUE
12009,2024-09-09,26,750,0,3,BLUE
5885,2025-07-11,6,825,0,4,BLUE
9180,2023-01-01,10,540,9,7,RED
16818,2025-08-27,12,480,3,9,BLUE
15395,2023-08-14,18,665,1,4,BLUE
20195,2024-02-18,8,900,2,2,TIE
13943,,3,943,5,3,RED
80,2023-12-16,16,840,1,4,BLUE
2575,2023-07-27,21,780,3,7,BLUE
187,2024-06-21,25,975,0,2,BLUE
13866,2024-04-22,9,1154,9,9,TIE
18496,2025-09-05,21,600,1,3,BLUE
1161,2025-04-05,3,420,1,4,BLUE
3718,2023-08-15,18,990,7,1,RED
2911,2025-08-09,25,660,3,10,BLUE
7131,2024-01-04,4,540,9,9,TIE
24520,2024-10-09,6,825,6,2,RED
19513,2023-12-21,25,348,4,1,RED
15535,2024-03-07,16,769,9,6,RED
17508,2023-01-15,28,309,3,5,BLUE
23887,2025-11-09,27,420,8,2,RED
16594,2023-11-21,23,395,5,9,BLUE
684,2023-09-03,9,549,4,2,RED
2987,2023-06-06,7,452,1,5,BLUE
14231,2024-10-24,15,600,6,3,RED
14125,2023-10-02,17,1172,5,6,BLUE
245,2024-12-15,20,755,3,10,BLUE
6856,2025-09-27,3,829,6,1,RED
18202,2023-01-07,2,787,5,1,RED
13391,2025-01-06,3,608,8,3,RED
19577,2023-02-19,23,840,9,8,RED
15521,2025-06-26,26,960,9,8,RED
854,2023-05-30,13,692,3,3,TIE
14341,2025-09-09,13,1101,4,1,RED
145,2024-07-04,25,827,2,6,BLUE
16106,2024-09-17,19,420,9,4,RED
1520,2025-08-13,3,888,5,3,RED
10814,2023-06-30,5,417,4,6,BLUE
15376,2025-11-11,11,1084,7,8,BLUE
21319,2024-04-15,8,1140,10,6,RED
22885,2025-01-13,10,1020,7,9,BLUE
5928,2024-06-10,29,300,1,5,BLUE
1402,2024-12-26,7,654,0,3,BLUE
10209,2023-12-29,12,887,4,2,RED
10696,2024-03-28,16,300,3,10,BLUE
18937,2025-05-04,10,480,4,6,BLUE
24892,2025-03-12,25,780,6,1,RED
2347,2024-02-20,16,1200,10,6,RED
13729,2023-09-19,28,562,6,9,BLUE
22049,2025-09-13,20,420,8,10,BLUE
6523,2024-01-21,5,464,10,3,RED
10230,2025-08-12,12,660,4,6,BLUE
14751,2025-06-01,22,1200,3,4,BLUE
12281,2024-02-14,8,780,7,2,RED
3646,2025-04-13,10,1160,4,1,RED
18422,2024-04-22,4,316,6,5,RED
6298,2023-05-29,12,540,10,8,RED
1976,2023-07-22,4,366,0,4,BLUE
18757,2025-03-14,1,578,2,5,BLUE
22836,2023-01-11,10,720,0,1,BLUE
23366,2025-07-12,25,564,4,3,RED
10684,2023-06-25,14,719,0,8,BLUE
12335,2025-01-27,7,663,1,6,BLUE
2991,2024-10-29,13,1080,1,6,BLUE
16850,2023-07-21,26,977,8,9,BLUE
9540,2024-07-04,26,540,3,3,TIE
12999,2025-07-11,24,1020,7,10,BLUE
2921,2025-11-23,22,360,10,4,RED
11307,2023-11-09,26,387,3,9,BLUE
873,2025-03-09,17,680,0,3,BLUE
18686,2025-04-04,12,444,6,0,RED
18638,2023-05-19,20,1080,6,7,BLUE
17508,2023-01-15,28,309,3,5,BLUE
23472,2023-11-25,18,408,6,10,BLUE
21983,2023-09-19,9,840,8,0,RED
11444,2025-10-16,8,1080,0,9,BLUE
23846,2023-12-27,30,825,5,4,RED
20113,2025-06-19,4,1151,3,4,BLUE
9527,2025-08-03,15,1015,10,8,RED
22229,2023-07-25,15,817,6,9,BLUE
20394,2023-08-06,10,420,2,7,BLUE
5172,2024-06-15,5,986,8,3,RED
18877,2024-08-06,14,1140,1,4,BLUE
4524,2023-04-20,19,752,5,5,TIE
17601,2025-11-28,24,810,6,3,RED
1465,2024-10-17,20,780,3,7,BLUE
6325,2023-12-22,16,905,5,1,RED
5172,2024-06-15,5,986,8,3,RED
21165,2024-05-07,19,1152,2,7,BLUE
12298,2025-01-07,8,752,4,0,RED
20413,2023-02-20,22,551,2,0,RED
13859,2025-04-10,23,749,10,9,RED
3998,2023-07-07,10,557,0,4,BLUE
8536,2023-09-20,11,840,8,4,RED
10426,2024-01-19,26,540,1,9,BLUE
1624,2023-10-18,9,769,10,1,RED
24761,2024-01-06,25,480,2,0,RED
801,2023-03-12,27,375,2,0,RED
1982,2023-05-11,21,350,5,8,BLUE
1211,2023-06-21,6,733,7,7,TIE
16196,2023-11-11,28,1020,0,4,BLUE
17033,2023-05-24,16,766,2,2,TIE
14214,2025-10-20,12,548,4,9,BLUE
24173,2024-11-02,16,720,9,1,RED
15610,2024-10-04,9,673,3,7,BLUE
10687,2023-06-10,8,1037,9,1,RED
4270,2024-07-06,20,1200,5,4,RED
8690,2024-01-13,7,637,9,7,RED
23759,2025-07-20,30,611,5,0,RED
541,2025-01-23,20,668,7,9,BLUE
2764,2024-11-28,3,1048,0,3,BLUE
7441,2024-07-20,11,912,6,5,RED
14044,2024-03-11,7,952,9,2,RED
12092,2025-07-25,27,340,5,10,BLUE
15593,2023-11-25,27,780,7,9,BLUE
24477,2025-02-10,17,646,9,6,RED
22340,2024-10-04,29,1200,6,10,BLUE
8181,2025-08-16,22,1027,4,9,BLUE
7051,2025-02-12,25,709,8,6,RED
1601,2024-08-06,13,1140,3,0,RED
3490,2023-01-24,14,872,2,5,BLUE
17036,2024-08-06,14,319,8,9,BLUE
6345,2023-08-06,20,383,7,10,BLUE
17287,2024-07-21,4,827,2,0,RED
22587,2023-11-22,27,360,0,4,BLUE
2998,2024-05-10,24,879,3,6,BLUE
22144,2023-08-07,16,844,3,0,RED
2140,2023-06-14,4,960,10,4,RED
10398,2024-06-10,29,1132,10,5,RED
16024,2025-03-25,25,446,2,2,TIE
8497,2024-10-06,5,480,9,0,RED
6588,2024-01-07,9,334,1,8,BLUE
21819,2024-03-28,13,999,3,4,BLUE
22605,2024-08-01,21,702,10,10,TIE
15700,2023-02-05,6,427,10,10,TIE
19733,2024-08-04,22,1008,4,2,RED
13081,2024-02-08,26,480,10,3,RED
13695,2023-07-21,10,520,7,6,RED
23868,2023-08-17,13,676,3,8,BLUE
23457,2025-11-27,27,986,9,8,RED
22324,2024-06-16,23,440,3,2,RED
6468,2023-07-05,22,420,1,1,TIE
5536,2023-12-22,26,540,8,1,RED
18537,2025-06-04,19,420,3,0,RED
18350,2024-12-24,27,900,9,3,RED
21309,2024-10-11,28,915,0,3,BLUE
19921,2024-02-11,1,780,2,5,BLUE
